,Topic,Context
306,Sinh viên chuyển trường có bị mất học bổng không?,- Sinh viên chuyển ngành cùng khối được giữ nguyên học bổng  - Sinh viên chuyển ngành khác khối sẽ mất học bổng (ví dụ: chuyển từ Công nghệ thông tin sang Quản trị kinh doanh hoặc Ngôn ngữ sẽ bị mất học bổng).
307,Sinh viên chuyển trường có bị mất học bổng không?,Sinh viên chuyển các cơ sở trong cùng hệ Đại học chính quy được giữ nguyên học bổng.
308,Sinh viên học bổng có phải đóng học phí ngoại khóa khi chuyển ngành không?,Sinh viên diện học bổng nếu chuyển ngành sẽ phải nộp phí thừa môn theo quy định.
309,Tôi có thể được hoàn lại tiền cho khóa học đã đặt trước của mình không?,"Sinh viên bảo lưu môn không được hoàn lại tiền, mà các môn bảo lưu này sau này sinh viên sẽ chủ động đăng ký dưới diện môn học đi chậm kỳ và không phải nộp lại phí."
310,Chính sách ưu đãi khi học sinh tái nhập học sớm là gì?,"Sinh viên đăng ký học lại ngay trong kỳ hoặc trong học kỳ tiếp theo sẽ được hưởng mức ưu đãi học phí học lại bằng 50% biểu phí môn. Trong trường hợp khi đăng ký đã full lớp hoặc đăng ký đúng thời hạn nhưng Nhà trường không mở lớp, sinh viên có thể đăng ký vào wishlist để được giữ chính sách ưu đãi."
311,"Nếu học sinh đã đăng ký lại ngay trong học kỳ tiếp theo, nhưng sau đó nhà trường không mở lớp thì lần sau học sinh có được hưởng ưu đãi 50% học phí học lại không?",Sinh viên được hưởng chính sách ưu đãi nếu đăng ký vào wishlist/danh sách chờ trước khi bắt đầu block 5 của học kỳ tiếp theo (tính từ khi trượt môn)
312,Tôi có thể rút tiền từ tài khoản FAP của mình không?,"Sinh viên có thể làm thủ tục để rút tiền trong tài khoản FAP, cách thức như sau: Đăng nhập FAP => Thủ tục/Đơn từ => Gửi đơn => Chọn loại đơn => Đề nghị rút tiền và làm theo hướng dẫn gửi đơn. Thời hạn xử lý đơn rút tiền: 2 tuần kể từ ngày nộp đơn."
313,Thời gian đóng cửa của ký túc xá là gì?,Thời gian mở cửa:5h00  Thời gian đóng cửa: 22h30
314,Mấy giờ thì cửa mở và đóng?,Thời gian mở cổng: 5h00  Thời gian đóng cổng: 22h00
315,Học sinh có thể hủy phòng giữa kỳ không?,"Sinh viên được hủy phòng giữa kỳ, tuy nhiên sẽ không được hoàn tiền Ký túc xá."
316,Tôi có thể chuyển / thay đổi phòng ký túc xá của mình cho một sinh viên khác theo ý muốn của tôi không?,"Không, nếu sinh viên muốn đổi phòng cần được sự đồng ý của bộ phận Quản lý Ký túc xá. Sinh viên không có nhu cầu ở Ký túc xá phải làm thủ tục check out để bộ phận Quản lý Ký túc cho cho sinh viên khác đăng ký check in theo đúng quy định."
317,Học sinh có được phép để bạn bè và người thân ở lại qua đêm không?,"Không. Nếu có bạn bè/người thân ở lại, sinh viên có thể đăng ký với bộ phận Quản lý Ký túc xá để đăng ký cho người thân/bạn bè nghỉ tại phòng khách (nếu còn phòng để đáp ứng, phí lưu trú tại phòng khách theo quy định tài chính)."
318,Nó có được phép nấu ăn trong ký túc xá không?,Không
319,Có được phép giữ thú cưng trong Ký túc xá không?,Không
320,Thiết bị có được phép mang vào Ký túc xá không?,"- Sinh viên được phép mang các thiết bị sau vào Ký túc xá: Tivi, 01 tủ lạnh dung tích dưới 110L/phòng, quạt, bàn là, ấm điện, đèn học.  - Sinh viên muốn được mang các thiết bị khác cần phải được sự đồng ý của bộ phận Quản lý Ký túc xá.  - Đồng thời sinh viên cũng không được phép tự lắp đặt thiết bị, đồ dùng cá nhân ảnh hưởng đến thiết kế ban đầu của phòng Ký túc xá."
321,Làm thế nào để xin giấy chứng nhận sinh viên?,"Giấy xác nhận sinh viên bao gồm các loại: Giấy xác nhận tình trạng học tập (đang học tập bình thường, đang bảo lưu, đã hoàn thành chương trình học, đã tốt nghiệp, đã thôi học…); Giấy xác nhận để vay vốn ngân hàng; giấy xác nhận để hưởng ưu đãi giáo dục; giấy giới thiệu đăng ký xe máy; giấy xác nhận để làm vé tháng xe buyt (theo mẫu của Bộ Giao thông vận tải, có dán ảnh cá nhân).  Cách thức đề nghị cấp giấy xác nhận như sau:  - Bước 1: Cần có số dư 20,000đ trong tài khoản ví FAP tương đương lệ phí xác nhận sinh viên  - Bước 2: Đăng nhập FAP => Thủ tục/Đơn từ => Xin xác nhận sinh viên: Trình bày mục đích và nhập chính xác thông tin địa chỉ vào ô cập nhật địa chỉ.  Thời hạn trả kết quả: Sau 1-2 ngày làm việc. Sinh viên check phản hồi tại mục ""Xem đơn"""
322,Làm thế nào để áp dụng cho một bảng điểm quá trình?,"- Bước 1: Cần có số dư 100,000đ trong tài khoản ví FAP tương đương lệ phí xin cấp bảng điểm quá trình (sinh viên được xin tối đa 5 bản)  - Bước 2: Đăng nhập FAP => Thủ tục/Đơn từ => Gửi đơn => Chọn loại đơn => Đề nghị cấp bảng điểm quá trình.  Sau khi gửi đơn, sinh viên sẽ check phản hồi của bộ phận xử lý tại mục ""Xem đơn"" sau 2 ngày làm việc"
323,Học sinh có được phép sử dụng phòng học không?,"Sinh viên có thể đăng ký book phòng học vào slot 7, 8 các ngày để phục vụ mục đích học tập. Sinh viên đăng ký book phòng bằng cách liên hệ với phòng dịch vụ sinh viên qua email hoặc đăng ký trực tiếp tại quầy."
324,Làm thế nào để đăng ký gia hạn thẻ sinh viên?,"Sinh viên đăng ký qua email hoặc trực tiếp tại phòng Dịch vụ sinh viên.  Lệ phí làm lại thẻ sinh viên liên kết ngân hàng: 100,000đ  Thời gian chờ nhận thẻ: Trong vòng 1 tháng.  Ngoài thẻ sinh viên liên kết ngân hàng, sinh viên có thể đăng ký làm thẻ sinh viên tạm thời hoặc thẻ không liên kết để được cấp thẻ nhanh hơn."
325,Thời gian đăng ký bảo hiểm y tế?,Hàng năm Nhà trường sẽ cho sinh viên đăng ký mua BHYT vào cuối năm khoảng từ tháng 9 đến tháng 12. Thời hạn cụ thể theo thông báo từ phòng Dịch vụ sinh viên được gửi qua email và đăng trên FAP. Sinh viên thuộc đối tượng bắt buộc phải mua BHYT và được hưởng hỗ trợ 30% từ ngân sách Nhà nước.
326,Học sinh có bắt buộc phải mua bảo hiểm y tế tại trường không?,"Sinh viên là đối tượng bắt buộc phải mua BHYT, tuy nhiên không bắt buộc phải mua BHYT tại Trường mà có thể đăng ký mua theo hộ gia đình, hoặc theo các diện ưu tiên khác.  Nếu đăng ký tại Trường, sinh viên sẽ được hướng ưu đãi 30% từ ngân sách nhà nước theo quy định của luật BHXH."
327,Học viên rời khỏi khóa học hơn 20% thời gian quy định của khóa học,"Sinh viên nghỉ học quá quá 20% thời lượng quy định của học phần sẽ không được thi cuối học phần và phải học lại, trừ trường hợp đặc biệt mà Nhà trường quy định"
328,Trình thẻ sinh viên của bạn,Sinh viên phải xuất trình thẻ sinh viên khi vào truòng
329,Học sinh bị mất thẻ,Sinh viên làm mất thẻ sẽ phải làm thẻ tạm thời tại quầy dịch vụ sinh viên
330,Sinh viên không có CMND,"Sinh viên không đeo thẻ sẽ không được vào lớp học hay sử dụng các dịch vụ tại khu hiệu bộ, giảng đường, thư viện"
331,Học thay cho người khác hoặc yêu cầu người khác học thay cho bạn,Học thay hoặc nhờ người khác học thay sẽ bị xử lí tuỳ theo mức độ từ khiển trách đến buộc thôi học
332,"Gian lận trong các kỳ thi, kiểm tra, đánh giá trong giờ học, làm dự án","Gian lận trong kỳ thi, kiểm tra, đánh giá trong giờ học, làm đồ án sẽ bị xử lí theo các hình thức kỷ luật quy định trong Nội quy kỳ thi Trường Đại học FPT"
333,Cố ý trì hoãn hoặc không đóng học phí mà không có lý do chính đáng,Cố tình chậm nộp hoặc không nộp học phí mà không có lí do chính đáng sẽ bị xử lí theo các hình thức kỷ luật quy định trong Quy định tài chính Trường Đại học FPT
334,Thiệt hại hoặc thiệt hại đối với tài sản của trường,"Làm hư hỏng, thiệt hại tài sản của nhà trường sẽ xử lý từ khiển trách đến buộc thôi học và phải bồi thường 100% thiệt hại"
335,"Hút thuốc, vứt rác không đúng nơi quy định","Hút thuốc, vứt rác không đúng nơi quy định bị phạt 50000 vnđ/lần vi phạm"
336,"Mang thức ăn và nước uống đến lớp học, thư viện hoặc giảng đường của bạn","Mang đồ ăn nước uống vào lớp học, thư viện hoặc giảng đường bị phạt 50000 vnđ/lần vi phạm"
337,"Uống rượu trong lớp, say xỉn trong lớp","Uống rượu bia trong lớp học, say rượu bia khi đến lớp bị xử phạt theo số lần: lần 1 sẽ bị khiển trách; lần 2 cảnh cáo; lần 3 đình chỉ vô thời hạn; lần 4 buộc thôi học"
338,Hình phạt theo số lần,Bị xử phạt theo số lần: lần 1 sẽ bị khiển trách; lần 2 cảnh cáo; lần 3 đình chỉ vô thời hạn; lần 4 buộc thôi học
339,Cờ bạc dưới mọi hình thức,Đánh bạc dưới mọi hình thức sẽ bị xử phạt theo số lần: lần 1 sẽ bị khiển trách; lần 2 cảnh cáo; lần 3 đình chỉ vô thời hạn; lần 4 buộc thôi học
340,"Gian lận trong việc tham dự; truy cập trái phép vào hệ thống hoặc sửa đổi thông tin, dữ liệu của nhà trường; tấn công và ngăn chặn hệ thống công nghệ thông tin","Gian lận trong điểm danh; truy cập trái phép hệ thống hay sửa đổi thông tin và dữ liệu của nhà trường; tấn công, ngăn cản các hệ thống Công nghệ thông tin tại trường sẽ xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng đưa ra truy tố trước pháp luật"
341,"Lưu trữ, lưu hành, tiếp cận, sử dụng văn hóa phẩm đồi trụy hoặc tham gia các hoạt động mê tín dị đoan, hoạt động tôn giáo trái phép","Tàng trữ, lưu hành, truy cập, sử dụng sản phẩm văn hoá phẩm đồi truỵ hoặc tham gia các hoạt động mê tín dị đoan, hoạt động tôn giáo trái phép sẽ bị xử phạt theo số lần: lần 1 sẽ bị khiển trách; lần 2 cảnh cáo; lần 3 đình chỉ vô thời hạn; lần 4 buộc thôi học"
342,"Buôn bán, vận chuyển, tàng trữ, lôi kéo người khác sử dụng ma túy","Buôn bán, vận chuyển, tàng trữ, lôi kéo người khác sử dụng ma tuý sẽ bị buộc thôi học và giao cho cơ quan chức năng xử lý theo quy định của pháp luật"
343,Sử dụng ma túy,Sử dụng ma tuý sẽ bị xử lý theo quy định của sinh viên liên quan đến ma tuý
344,"Thế chấp, môi giới mại dâm","Chứa chấp, môi giới mại dâm sẽ bị buộc thôi học và giao cho cơ quan chức năng xử lý theo quy định của pháp luật"
345,Hoạt động mại dâm,Hoạt động mại dâm sẽ bị xử phạt theo số lần: lần 1 sẽ bị khiển trách; lần 2 cảnh cáo; lần 3 đình chỉ vô thời hạn; lần 4 buộc thôi học
